,report,meta_info,href,category,sending_time
123,In carrigeway,"10:26, 18 Jan 2008",https://www.fixmystreet.com/report/13699,"Reported in the Potholes category by D Fitzsimmons at 10:26, Fri 18 January 2008",Sent to Glasgow City Council 4 minutes later
124,Bicycle changed to lamppost,"Fixed 10:39, 19 Jan 2008, last updated 11:46, 5 Apr 2008",https://www.fixmystreet.com/report/13779,"Reported in the Abandoned vehicles category by Bob Johnston at 10:39, Sat 19 January 2008",Sent to Glasgow City Council 1 minute later
125,Bicycle CHAINED to lamppost,"Fixed 16:21, 19 Jan 2008, last updated 11:44, 5 Apr 2008",https://www.fixmystreet.com/report/13780,"Reported in the Abandoned vehicles category by Bob Johnston at 16:21, Sat 19 January 2008",Sent to Glasgow City Council 4 minutes later
126,Speeding,"19:51, 19 Jan 2008, last updated 18:10, 17 Mar 2008",https://www.fixmystreet.com/report/13781,"Reported in the Roads/highways category anonymously at 19:51, Sat 19 January 2008",Sent to Glasgow City Council 4 minutes later
127,No bus stop,"11:08, 20 Jan 2008, last updated 13:32, 17 Mar 2008",https://www.fixmystreet.com/report/13790,"Reported in the Bus stops category by norman mitchell at 11:08, Sun 20 January 2008",Sent to Glasgow City Council 2 minutes later
128,Abandoned car for several months,"Fixed 17:13, 20 Jan 2008, last updated 12:19, 5 Sep 2011",https://www.fixmystreet.com/report/13893,"Reported in the Abandoned vehicles category anonymously at 17:13, Sun 20 January 2008",Sent to Glasgow City Council 2 minutes later
129,Refuse,"21:31, 20 Jan 2008",https://www.fixmystreet.com/report/13914,"Reported in the Rubbish (refuse and recycling) category by PAUL MCDERMOTT at 21:31, Sun 20 January 2008",Sent to Glasgow City Council 3 minutes later
130,Dirty streets,"Fixed 02:20, 21 Jan 2008, last updated 16:45, 19 Feb 2008",https://www.fixmystreet.com/report/13932,"Reported in the Rubbish (refuse and recycling) category by Michael Hynds at 02:20, Mon 21 January 2008

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 5 minutes later
131,"In private property, also noted further along street in grassy area where children play.  ","13:24, 21 Jan 2008, last updated 08:37, 19 Feb 2008",https://www.fixmystreet.com/report/13975,"Reported in the Dog fouling category by Anne Marie Poutney at 13:24, Mon 21 January 2008",Sent to Glasgow City Council less than a minute later
132,136 main street,"Fixed 16:18, 21 Jan 2008, last updated 21:48, 1 Feb 2008",https://www.fixmystreet.com/report/13826,"Reported in the Rubbish (refuse and recycling) category by morgage payer at 16:18, Mon 21 January 2008",Sent to Glasgow City Council 2 minutes later
133,Hackney taxi,"18:40, 21 Jan 2008, last updated 19:45, 19 Mar 2008",https://www.fixmystreet.com/report/14030,"Reported in the Abandoned vehicles category by THOMAS CARRAGHER at 18:40, Mon 21 January 2008",Sent to Glasgow City Council 5 minutes later
134,Re .clyde side expressway traffic noise,"00:58, 22 Jan 2008, last updated 07:59, 19 Feb 2008",https://www.fixmystreet.com/report/14064,"Reported in the Roads/highways category by yvonne macfarlane at 00:58, Tue 22 January 2008",Sent to Glasgow City Council 1 minute later
135,Communal Grassed Area ,"11:15, 22 Jan 2008",https://www.fixmystreet.com/report/14081,"Reported in the Dog fouling category by Gillian Malone at 11:15, Tue 22 January 2008",Sent to Glasgow City Council 4 minutes later
136,South Street G14,"11:17, 23 Jan 2008, last updated 11:37, 20 Feb 2008",https://www.fixmystreet.com/report/14177,"Reported in the Roads/highways category anonymously at 11:17, Wed 23 January 2008

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 3 minutes later
137,Ongoing problem,"Fixed 07:20, 24 Jan 2008, last updated 07:47, 21 Feb 2008",https://www.fixmystreet.com/report/14000,"Reported in the Graffiti category anonymously at 07:20, Thu 24 January 2008",Sent to Glasgow City Council 5 minutes later
138,Street light,"Fixed 10:12, 24 Jan 2008, last updated 18:59, 31 Jan 2008",https://www.fixmystreet.com/report/14274,"Reported in the Street lighting category anonymously at 10:12, Thu 24 January 2008",Sent to Glasgow City Council 3 minutes later
139,Big Pot Hole,"11:03, 24 Jan 2008",https://www.fixmystreet.com/report/14283,"Reported in the Roads/highways category by Mrs Pamela Bowes at 11:03, Thu 24 January 2008",Sent to Glasgow City Council 1 minute later
140,Potholes,"13:42, 24 Jan 2008, last updated 19:14, 21 Feb 2008",https://www.fixmystreet.com/report/14308,"Reported in the Potholes category anonymously at 13:42, Thu 24 January 2008",Sent to Glasgow City Council 3 minutes later
141,Not working,"17:44, 24 Jan 2008, last updated 13:24, 25 Mar 2008",https://www.fixmystreet.com/report/13517,"Reported in the Street lighting category by elizabeth mcsorley at 17:44, Thu 24 January 2008",Sent to Glasgow City Council 1 minute later
142,Dangerous outdoor stairway,"05:24, 25 Jan 2008, last updated 14:20, 23 Nov 2008",https://www.fixmystreet.com/report/14365,"Reported in the Pavements/footpaths category by Michael Cliff  (67) at 05:24, Fri 25 January 2008",Sent to Glasgow City Council less than a minute later
143,When is a dead end not a dead end?,"05:36, 25 Jan 2008",https://www.fixmystreet.com/report/14366,"Reported in the Roads/highways category by Michael Cliff at 05:36, Fri 25 January 2008",Sent to Glasgow City Council 3 minutes later
144,Inconsiderate Parking,"13:50, 25 Jan 2008, last updated 08:36, 25 Mar 2008",https://www.fixmystreet.com/report/14391,"Reported in the Car parking category by Tony Flynn at 13:50, Fri 25 January 2008",Sent to Glasgow City Council 5 minutes later
145,Cars parking on pavement,"18:37, 25 Jan 2008, last updated 18:57, 25 Jan 2008",https://www.fixmystreet.com/report/14403,"Reported in the Car parking category anonymously at 18:37, Fri 25 January 2008",Sent to Glasgow City Council 3 minutes later
146,Dog Dirt,"11:53, 26 Jan 2008, last updated 19:17, 11 Mar 2008",https://www.fixmystreet.com/report/14451,"Reported in the Dog fouling category anonymously at 11:53, Sat 26 January 2008",Sent to Glasgow City Council 2 minutes later
147,Commercial vehicles parking longterm,"14:06, 26 Jan 2008, last updated 19:10, 23 Feb 2008",https://www.fixmystreet.com/report/14490,"Reported by NEIL M BARROWMAN at 14:06, Sat 26 January 2008",Sent to Glasgow City Council 3 minutes later
148,Writing on the walls,"10:15, 28 Jan 2008, last updated 11:04, 25 Feb 2008",https://www.fixmystreet.com/report/14620,"Reported in the Graffiti category by SALAHUDDIN SIDIQI at 10:15, Mon 28 January 2008

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 5 minutes later
149,Crossing mechanism,"Fixed 19:31, 28 Jan 2008, last updated 18:02, 26 Feb 2008",https://www.fixmystreet.com/report/14685,"Reported in the Traffic lights category by R Love at 19:31, Mon 28 January 2008",Sent to Glasgow City Council 4 minutes later
150,Street mess,"20:51, 28 Jan 2008, last updated 19:10, 20 May 2008",https://www.fixmystreet.com/report/14692,"Reported in the Dog fouling category anonymously at 20:51, Mon 28 January 2008",Sent to Glasgow City Council 3 minutes later
151,Discusting Pavements,"19:04, 29 Jan 2008, last updated 01:17, 17 Feb 2008",https://www.fixmystreet.com/report/14638,"Reported in the Dog fouling category anonymously at 19:04, Tue 29 January 2008",Sent to Glasgow City Council 1 minute later
152,Mess on streets and paths,"09:30, 30 Jan 2008",https://www.fixmystreet.com/report/14816,"Reported in the Street cleaning category anonymously at 09:30, Wed 30 January 2008",Sent to Glasgow City Council 4 minutes later
153,2 large potholes,"Fixed 10:42, 30 Jan 2008, last updated 21:35, 14 Feb 2008",https://www.fixmystreet.com/report/14819,"Reported in the Potholes category anonymously at 10:42, Wed 30 January 2008",Sent to Glasgow City Council 3 minutes later
154,Pothole,"Fixed 14:30, 30 Jan 2008, last updated 09:57, 28 Feb 2008",https://www.fixmystreet.com/report/14767,"Reported in the Potholes category by Helen Good at 14:30, Wed 30 January 2008",Sent to Glasgow City Council 5 minutes later
155,Dangerous pothole for cyclists,"18:13, 30 Jan 2008",https://www.fixmystreet.com/report/14859,"Reported in the Potholes category by John Faithfull at 18:13, Wed 30 January 2008",Sent to Glasgow City Council 1 minute later
156,Dangerous pothole for cyclists,"18:16, 30 Jan 2008",https://www.fixmystreet.com/report/14860,"Reported in the Potholes category by John Faithfull at 18:16, Wed 30 January 2008",Sent to Glasgow City Council 3 minutes later
157,Vehicles Parking at junction of Fulton St and Succoth St,"10:33, 31 Jan 2008, last updated 15:20, 27 Mar 2008",https://www.fixmystreet.com/report/14849,"Reported in the Road traffic signs category by Grant Salvona at 10:33, Thu 31 January 2008",Sent to Glasgow City Council 7 minutes later
158,Constant fouling,"15:04, 31 Jan 2008, last updated 23:08, 28 Feb 2008",https://www.fixmystreet.com/report/14938,"Reported in the Dog fouling category anonymously at 15:04, Thu 31 January 2008",Sent to Glasgow City Council less than a minute later
159,Graffiti on Queens Park Gates,"21:55, 31 Jan 2008",https://www.fixmystreet.com/report/14969,"Reported in the Graffiti category anonymously at 21:55, Thu 31 January 2008",Sent to Glasgow City Council less than a minute later
160,Abandoned Landrover Discovery,"22:01, 31 Jan 2008",https://www.fixmystreet.com/report/14970,"Reported in the Abandoned vehicles category by Jon Scordia at 22:01, Thu 31 January 2008",Sent to Glasgow City Council 4 minutes later
161,Unrestrained wheely bin falls into road regularly.,"22:10, 31 Jan 2008",https://www.fixmystreet.com/report/14976,"Reported in the Rubbish (refuse and recycling) category by Jon Scordia at 22:10, Thu 31 January 2008",Sent to Glasgow City Council 5 minutes later
162,Cars parking / stopping for take-away / chip shop,"01:37, 1 Feb 2008, last updated 19:05, 20 Jul 2008",https://www.fixmystreet.com/report/14987,"Reported in the Roads/highways category anonymously at 01:37, Fri  1 February 2008",Sent to Glasgow City Council 2 minutes later
163,Multiple abondoned vehicles,"09:55, 1 Feb 2008, last updated 11:05, 29 Feb 2008",https://www.fixmystreet.com/report/15001,"Reported in the Abandoned vehicles category anonymously at 09:55, Fri  1 February 2008",Sent to Glasgow City Council 5 minutes later
164,House hold waste,"16:09, 1 Feb 2008, last updated 15:04, 4 Mar 2008",https://www.fixmystreet.com/report/15028,"Reported in the Rubbish (refuse and recycling) category anonymously at 16:09, Fri  1 February 2008",Sent to Glasgow City Council 1 minute later
165,Inappropriate flypoasting,"00:34, 2 Feb 2008",https://www.fixmystreet.com/report/15063,"Reported in the Flyposting category by James Torbett at 00:34, Sat  2 February 2008",Sent to Glasgow City Council less than a minute later
166,"Litter,Graffiti & other","23:33, 2 Feb 2008, last updated 19:47, 2 Mar 2008",https://www.fixmystreet.com/report/15134,"Reported in the Street cleaning category anonymously at 23:33, Sat  2 February 2008",Sent to Glasgow City Council 2 minutes later
167,Neglected maintenance,"09:32, 4 Feb 2008, last updated 20:39, 2 Apr 2008",https://www.fixmystreet.com/report/15221,"Reported by Lisa Walker at 09:32, Mon  4 February 2008",Sent to Glasgow City Council 3 minutes later
168,Rannoch street Parking,"23:03, 4 Feb 2008, last updated 19:01, 4 Mar 2008",https://www.fixmystreet.com/report/15310,"Reported in the Car parking category by Nigel platt at 23:03, Mon  4 February 2008",Sent to Glasgow City Council 1 minute later
169,Street lights out,"01:00, 5 Feb 2008, last updated 18:00, 14 Mar 2008",https://www.fixmystreet.com/report/15315,"Reported in the Street lighting category by Gary Smith at 01:00, Tue  5 February 2008",Sent to Glasgow City Council 4 minutes later
170,Traffic light display,"08:07, 5 Feb 2008, last updated 14:59, 29 Apr 2008",https://www.fixmystreet.com/report/15303,"Reported in the Road traffic signs category anonymously at 08:07, Tue  5 February 2008",Sent to Glasgow City Council 2 minutes later
171,Massive pothole,"12:20, 6 Feb 2008",https://www.fixmystreet.com/report/15306,"Reported in the Potholes category anonymously at 12:20, Wed  6 February 2008",Sent to Glasgow City Council 5 minutes later
172,Litter,"Fixed 13:38, 7 Feb 2008, last updated 21:25, 17 Mar 2008",https://www.fixmystreet.com/report/15537,"Reported in the Flytipping category by Paula Armstrong at 13:38, Thu  7 February 2008",Sent to Glasgow City Council 2 minutes later
173,Doug Fouling,"16:09, 7 Feb 2008, last updated 20:09, 7 Mar 2008",https://www.fixmystreet.com/report/15554,"Reported in the Dog fouling category anonymously at 16:09, Thu  7 February 2008",Sent to Glasgow City Council less than a minute later
174,Graffiti Problems,"16:17, 7 Feb 2008, last updated 20:10, 7 Mar 2008",https://www.fixmystreet.com/report/15556,"Reported in the Graffiti category anonymously at 16:17, Thu  7 February 2008",Sent to Glasgow City Council 2 minutes later
175,Litter - various,"16:26, 7 Feb 2008",https://www.fixmystreet.com/report/15558,"Reported anonymously at 16:26, Thu  7 February 2008",Sent to Glasgow City Council 4 minutes later
176,Dangerous Trees,"17:15, 7 Feb 2008",https://www.fixmystreet.com/report/15562,"Reported in the Trees category anonymously at 17:15, Thu  7 February 2008

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 4 minutes later
177,Bankhall St. darkness.,"Fixed 21:55, 7 Feb 2008, last updated 11:24, 7 Mar 2008",https://www.fixmystreet.com/report/15583,"Reported in the Street lighting category by Edmund Buckley at 21:55, Thu  7 February 2008",Sent to Glasgow City Council 5 minutes later
178,Lack of street bins,"21:47, 8 Feb 2008, last updated 20:48, 9 Mar 2008",https://www.fixmystreet.com/report/15382,"Reported in the Dog fouling category anonymously at 21:47, Fri  8 February 2008",Sent to Glasgow City Council 2 minutes later
179,Potholes on firpark street,"09:07, 9 Feb 2008",https://www.fixmystreet.com/report/15649,"Reported in the Potholes category by dorothy wallace at 09:07, Sat  9 February 2008",Sent to Glasgow City Council 3 minutes later
180,No Entry sign,"Fixed 12:24, 9 Feb 2008, last updated 14:29, 9 Mar 2008",https://www.fixmystreet.com/report/15658,"Reported in the Road traffic signs category by Gerald Campbell at 12:24, Sat  9 February 2008",Sent to Glasgow City Council 1 minute later
181,Backcourt rubbish ,"Fixed 18:35, 9 Feb 2008, last updated 17:49, 22 Feb 2008",https://www.fixmystreet.com/report/15684,"Reported in the Rubbish (refuse and recycling) category anonymously at 18:35, Sat  9 February 2008",Sent to Glasgow City Council 4 minutes later
182,Fast Food Shop - Yellow Bird - 116 Maryhill Road - G20 7QS,"21:59, 9 Feb 2008, last updated 17:39, 18 Apr 2008",https://www.fixmystreet.com/report/15697,"Reported anonymously at 21:59, Sat  9 February 2008

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council less than a minute later
183,Signs needed,"13:48, 11 Feb 2008, last updated 19:30, 16 Mar 2008",https://www.fixmystreet.com/report/15792,"Reported in the Dog fouling category anonymously at 13:48, Mon 11 February 2008",Sent to Glasgow City Council 2 minutes later
184,Dangerous manhole cover,"Fixed 13:49, 11 Feb 2008, last updated 15:21, 20 Feb 2008",https://www.fixmystreet.com/report/15793,"Reported in the Potholes category anonymously at 13:49, Mon 11 February 2008",Sent to Glasgow City Council 1 minute later
185,Street nameplate required,"Fixed 13:56, 11 Feb 2008, last updated 17:41, 19 Feb 2008",https://www.fixmystreet.com/report/15794,"Reported in the Street nameplates category by rachel houston at 13:56, Mon 11 February 2008",Sent to Glasgow City Council 3 minutes later
